subject,n,avg_avg_distractor_jaccard_to_correct,avg_avg_option_char_count,avg_avg_option_word_count,avg_citation_length,avg_coleman_liau_index,avg_expl_new_info_ratio,avg_expl_semantic_to_correct_cos,avg_expl_semantic_to_question_cos,avg_expl_to_correct_jaccard,avg_expl_to_distractor_avg_jaccard,avg_expl_to_question_jaccard,avg_explanation_word_count,avg_flesch_kincaid_grade,avg_flesch_reading_ease,avg_max_distractor_jaccard_to_correct,avg_min_distractor_jaccard_to_correct,avg_num_options,avg_pairwise_avg_jaccard,avg_smog_index,avg_std_option_word_count,avg_stem_char_count,avg_stem_unique_ratio,avg_stem_word_count,pct_ans_0,pct_ans_1,pct_ans_2,pct_ans_3,pct_bloom_analyze,pct_bloom_apply,pct_bloom_create,pct_bloom_evaluate,pct_bloom_remember,pct_bloom_understand,pct_expl_verbatim,std_avg_distractor_jaccard_to_correct,std_avg_option_char_count,std_avg_option_word_count,std_citation_length,std_coleman_liau_index,std_expl_new_info_ratio,std_expl_semantic_to_correct_cos,std_expl_semantic_to_question_cos,std_expl_to_correct_jaccard,std_expl_to_distractor_avg_jaccard,std_expl_to_question_jaccard,std_explanation_word_count,std_flesch_kincaid_grade,std_flesch_reading_ease,std_max_distractor_jaccard_to_correct,std_min_distractor_jaccard_to_correct,std_num_options,std_pairwise_avg_jaccard,std_smog_index,std_std_option_word_count,std_stem_char_count,std_stem_unique_ratio,std_stem_word_count
datamining,59,0.135,70.03,9.801,0.0,15.605,0.604,0.656,0.67,0.198,0.078,0.143,22.644,13.655,27.419,0.179,0.097,4.0,0.14,14.6,2.038,118.983,1.0,16.339,16.9,71.2,8.5,3.4,6.8,1.7,0.0,0.0,11.9,79.7,3.4,0.141,21.771,3.262,0.0,3.978,0.106,0.142,0.109,0.088,0.052,0.056,5.689,2.934,21.114,0.15,0.139,0.0,0.137,2.575,1.135,23.855,0.0,3.573
